sira,ind1,ind2,ind3,ind4,ind5
2226,4,3,5,1,1
2227,4,3,5,1,2
2228,4,3,5,1,3
2229,4,3,5,1,4
2230,4,3,5,1,5
2231,4,3,5,2,1
2232,4,3,5,2,2
2233,4,3,5,2,3
2234,4,3,5,2,4
2235,4,3,5,2,5
2236,4,3,5,3,1
2237,4,3,5,3,2
2238,4,3,5,3,3
2239,4,3,5,3,4
2240,4,3,5,3,5
2241,4,3,5,4,1
2242,4,3,5,4,2
2243,4,3,5,4,3
2244,4,3,5,4,4
2245,4,3,5,4,5
2246,4,3,5,5,1
2247,4,3,5,5,2
2248,4,3,5,5,3
2249,4,3,5,5,4
2250,4,3,5,5,5
2251,4,4,1,1,1
2252,4,4,1,1,2
2253,4,4,1,1,3
2254,4,4,1,1,4
2255,4,4,1,1,5
2256,4,4,1,2,1
2257,4,4,1,2,2
2258,4,4,1,2,3
2259,4,4,1,2,4
2260,4,4,1,2,5
2261,4,4,1,3,1
2262,4,4,1,3,2
2263,4,4,1,3,3
2264,4,4,1,3,4
2265,4,4,1,3,5
2266,4,4,1,4,1
2267,4,4,1,4,2
2268,4,4,1,4,3
2269,4,4,1,4,4
2270,4,4,1,4,5
2271,4,4,1,5,1
2272,4,4,1,5,2
2273,4,4,1,5,3
2274,4,4,1,5,4
2275,4,4,1,5,5
2276,4,4,2,1,1
2277,4,4,2,1,2
2278,4,4,2,1,3
2279,4,4,2,1,4
2280,4,4,2,1,5
2281,4,4,2,2,1
2282,4,4,2,2,2
2283,4,4,2,2,3
2284,4,4,2,2,4
2285,4,4,2,2,5
2286,4,4,2,3,1
2287,4,4,2,3,2
2288,4,4,2,3,3
2289,4,4,2,3,4
2290,4,4,2,3,5
2291,4,4,2,4,1
2292,4,4,2,4,2
2293,4,4,2,4,3
2294,4,4,2,4,4
2295,4,4,2,4,5
2296,4,4,2,5,1
2297,4,4,2,5,2
2298,4,4,2,5,3
2299,4,4,2,5,4
2300,4,4,2,5,5
2301,4,4,3,1,1
2302,4,4,3,1,2
2303,4,4,3,1,3
2304,4,4,3,1,4
2305,4,4,3,1,5
2306,4,4,3,2,1
2307,4,4,3,2,2
2308,4,4,3,2,3
2309,4,4,3,2,4
2310,4,4,3,2,5
2311,4,4,3,3,1
2312,4,4,3,3,2
2313,4,4,3,3,3
2314,4,4,3,3,4
2315,4,4,3,3,5
2316,4,4,3,4,1
2317,4,4,3,4,2
2318,4,4,3,4,3
2319,4,4,3,4,4
2320,4,4,3,4,5
2321,4,4,3,5,1
2322,4,4,3,5,2
2323,4,4,3,5,3
2324,4,4,3,5,4
2325,4,4,3,5,5
2326,4,4,4,1,1
2327,4,4,4,1,2
2328,4,4,4,1,3
2329,4,4,4,1,4
2330,4,4,4,1,5
2331,4,4,4,2,1
2332,4,4,4,2,2
2333,4,4,4,2,3
2334,4,4,4,2,4
2335,4,4,4,2,5
2336,4,4,4,3,1
2337,4,4,4,3,2
2338,4,4,4,3,3
2339,4,4,4,3,4
2340,4,4,4,3,5
2341,4,4,4,4,1
2342,4,4,4,4,2
2343,4,4,4,4,3
2344,4,4,4,4,4
2345,4,4,4,4,5
2346,4,4,4,5,1
2347,4,4,4,5,2
2348,4,4,4,5,3
2349,4,4,4,5,4
2350,4,4,4,5,5
2351,4,4,5,1,1
2352,4,4,5,1,2
2353,4,4,5,1,3
2354,4,4,5,1,4
2355,4,4,5,1,5
2356,4,4,5,2,1
2357,4,4,5,2,2
2358,4,4,5,2,3
2359,4,4,5,2,4
2360,4,4,5,2,5
2361,4,4,5,3,1
2362,4,4,5,3,2
2363,4,4,5,3,3
2364,4,4,5,3,4
2365,4,4,5,3,5
2366,4,4,5,4,1
2367,4,4,5,4,2
2368,4,4,5,4,3
2369,4,4,5,4,4
2370,4,4,5,4,5
2371,4,4,5,5,1
2372,4,4,5,5,2
2373,4,4,5,5,3
2374,4,4,5,5,4
2375,4,4,5,5,5
2376,4,5,1,1,1
2377,4,5,1,1,2
2378,4,5,1,1,3
2379,4,5,1,1,4
2380,4,5,1,1,5
2381,4,5,1,2,1
2382,4,5,1,2,2
2383,4,5,1,2,3
2384,4,5,1,2,4
2385,4,5,1,2,5
2386,4,5,1,3,1
2387,4,5,1,3,2
2388,4,5,1,3,3
2389,4,5,1,3,4
2390,4,5,1,3,5
2391,4,5,1,4,1
2392,4,5,1,4,2
2393,4,5,1,4,3
2394,4,5,1,4,4
2395,4,5,1,4,5
2396,4,5,1,5,1
2397,4,5,1,5,2
2398,4,5,1,5,3
2399,4,5,1,5,4
2400,4,5,1,5,5
2401,4,5,2,1,1
2402,4,5,2,1,2
2403,4,5,2,1,3
2404,4,5,2,1,4
2405,4,5,2,1,5
2406,4,5,2,2,1
2407,4,5,2,2,2
2408,4,5,2,2,3
2409,4,5,2,2,4
2410,4,5,2,2,5
2411,4,5,2,3,1
2412,4,5,2,3,2
2413,4,5,2,3,3
2414,4,5,2,3,4
2415,4,5,2,3,5
2416,4,5,2,4,1
2417,4,5,2,4,2
2418,4,5,2,4,3
2419,4,5,2,4,4
2420,4,5,2,4,5
2421,4,5,2,5,1
2422,4,5,2,5,2
2423,4,5,2,5,3
2424,4,5,2,5,4
2425,4,5,2,5,5
2426,4,5,3,1,1
2427,4,5,3,1,2
2428,4,5,3,1,3
2429,4,5,3,1,4
2430,4,5,3,1,5
2431,4,5,3,2,1
2432,4,5,3,2,2
2433,4,5,3,2,3
2434,4,5,3,2,4
2435,4,5,3,2,5
2436,4,5,3,3,1
2437,4,5,3,3,2
2438,4,5,3,3,3
2439,4,5,3,3,4
2440,4,5,3,3,5
2441,4,5,3,4,1
2442,4,5,3,4,2
2443,4,5,3,4,3
2444,4,5,3,4,4
2445,4,5,3,4,5
2446,4,5,3,5,1
2447,4,5,3,5,2
2448,4,5,3,5,3
2449,4,5,3,5,4
2450,4,5,3,5,5
2451,4,5,4,1,1
2452,4,5,4,1,2
2453,4,5,4,1,3
2454,4,5,4,1,4
2455,4,5,4,1,5
2456,4,5,4,2,1
2457,4,5,4,2,2
2458,4,5,4,2,3
2459,4,5,4,2,4
2460,4,5,4,2,5
2461,4,5,4,3,1
2462,4,5,4,3,2
2463,4,5,4,3,3
2464,4,5,4,3,4
2465,4,5,4,3,5
2466,4,5,4,4,1
2467,4,5,4,4,2
2468,4,5,4,4,3
2469,4,5,4,4,4
2470,4,5,4,4,5
2471,4,5,4,5,1
2472,4,5,4,5,2
2473,4,5,4,5,3
2474,4,5,4,5,4
2475,4,5,4,5,5
2476,4,5,5,1,1
2477,4,5,5,1,2
2478,4,5,5,1,3
2479,4,5,5,1,4
2480,4,5,5,1,5
2481,4,5,5,2,1
2482,4,5,5,2,2
2483,4,5,5,2,3
2484,4,5,5,2,4
2485,4,5,5,2,5
2486,4,5,5,3,1
2487,4,5,5,3,2
2488,4,5,5,3,3
2489,4,5,5,3,4
2490,4,5,5,3,5
2491,4,5,5,4,1
2492,4,5,5,4,2
2493,4,5,5,4,3
2494,4,5,5,4,4
2495,4,5,5,4,5
2496,4,5,5,5,1
2497,4,5,5,5,2
2498,4,5,5,5,3
2499,4,5,5,5,4
2500,4,5,5,5,5
2501,5,1,1,1,1
2502,5,1,1,1,2
2503,5,1,1,1,3
2504,5,1,1,1,4
2505,5,1,1,1,5
2506,5,1,1,2,1
2507,5,1,1,2,2
2508,5,1,1,2,3
2509,5,1,1,2,4
2510,5,1,1,2,5
2511,5,1,1,3,1
2512,5,1,1,3,2
2513,5,1,1,3,3
2514,5,1,1,3,4
2515,5,1,1,3,5
2516,5,1,1,4,1
2517,5,1,1,4,2
2518,5,1,1,4,3
2519,5,1,1,4,4
2520,5,1,1,4,5
2521,5,1,1,5,1
2522,5,1,1,5,2
2523,5,1,1,5,3
2524,5,1,1,5,4
2525,5,1,1,5,5
2526,5,1,2,1,1
2527,5,1,2,1,2
2528,5,1,2,1,3
2529,5,1,2,1,4
2530,5,1,2,1,5
2531,5,1,2,2,1
2532,5,1,2,2,2
2533,5,1,2,2,3
2534,5,1,2,2,4
2535,5,1,2,2,5
2536,5,1,2,3,1
2537,5,1,2,3,2
2538,5,1,2,3,3
2539,5,1,2,3,4
2540,5,1,2,3,5
2541,5,1,2,4,1
2542,5,1,2,4,2
2543,5,1,2,4,3
2544,5,1,2,4,4
2545,5,1,2,4,5
2546,5,1,2,5,1
2547,5,1,2,5,2
2548,5,1,2,5,3
2549,5,1,2,5,4
2550,5,1,2,5,5
2551,5,1,3,1,1
2552,5,1,3,1,2
2553,5,1,3,1,3
2554,5,1,3,1,4
2555,5,1,3,1,5
2556,5,1,3,2,1
2557,5,1,3,2,2
2558,5,1,3,2,3
2559,5,1,3,2,4
2560,5,1,3,2,5
2561,5,1,3,3,1
2562,5,1,3,3,2
2563,5,1,3,3,3
2564,5,1,3,3,4
2565,5,1,3,3,5
2566,5,1,3,4,1
2567,5,1,3,4,2
2568,5,1,3,4,3
2569,5,1,3,4,4
2570,5,1,3,4,5
2571,5,1,3,5,1
2572,5,1,3,5,2
2573,5,1,3,5,3
2574,5,1,3,5,4
2575,5,1,3,5,5
2576,5,1,4,1,1
2577,5,1,4,1,2
2578,5,1,4,1,3
2579,5,1,4,1,4
2580,5,1,4,1,5
2581,5,1,4,2,1
2582,5,1,4,2,2
2583,5,1,4,2,3
2584,5,1,4,2,4
2585,5,1,4,2,5
2586,5,1,4,3,1
2587,5,1,4,3,2
2588,5,1,4,3,3
2589,5,1,4,3,4
2590,5,1,4,3,5
2591,5,1,4,4,1
2592,5,1,4,4,2
2593,5,1,4,4,3
2594,5,1,4,4,4
2595,5,1,4,4,5
2596,5,1,4,5,1
2597,5,1,4,5,2
2598,5,1,4,5,3
2599,5,1,4,5,4
2600,5,1,4,5,5
2601,5,1,5,1,1
2602,5,1,5,1,2
2603,5,1,5,1,3
2604,5,1,5,1,4
2605,5,1,5,1,5
2606,5,1,5,2,1
2607,5,1,5,2,2
2608,5,1,5,2,3
2609,5,1,5,2,4
2610,5,1,5,2,5
2611,5,1,5,3,1
2612,5,1,5,3,2
2613,5,1,5,3,3
2614,5,1,5,3,4
2615,5,1,5,3,5
2616,5,1,5,4,1
2617,5,1,5,4,2
2618,5,1,5,4,3
2619,5,1,5,4,4
2620,5,1,5,4,5
2621,5,1,5,5,1
2622,5,1,5,5,2
2623,5,1,5,5,3
2624,5,1,5,5,4
2625,5,1,5,5,5
2626,5,2,1,1,1
2627,5,2,1,1,2
2628,5,2,1,1,3
2629,5,2,1,1,4
2630,5,2,1,1,5
2631,5,2,1,2,1
2632,5,2,1,2,2
2633,5,2,1,2,3
2634,5,2,1,2,4
2635,5,2,1,2,5
2636,5,2,1,3,1
2637,5,2,1,3,2
2638,5,2,1,3,3
2639,5,2,1,3,4
2640,5,2,1,3,5
2641,5,2,1,4,1
2642,5,2,1,4,2
2643,5,2,1,4,3
2644,5,2,1,4,4
2645,5,2,1,4,5
2646,5,2,1,5,1
2647,5,2,1,5,2
2648,5,2,1,5,3
2649,5,2,1,5,4
2650,5,2,1,5,5
2651,5,2,2,1,1
2652,5,2,2,1,2
2653,5,2,2,1,3
2654,5,2,2,1,4
2655,5,2,2,1,5
2656,5,2,2,2,1
2657,5,2,2,2,2
2658,5,2,2,2,3
2659,5,2,2,2,4
2660,5,2,2,2,5
2661,5,2,2,3,1
2662,5,2,2,3,2
2663,5,2,2,3,3
2664,5,2,2,3,4
2665,5,2,2,3,5
2666,5,2,2,4,1
2667,5,2,2,4,2
2668,5,2,2,4,3
2669,5,2,2,4,4
2670,5,2,2,4,5
2671,5,2,2,5,1
2672,5,2,2,5,2
2673,5,2,2,5,3
2674,5,2,2,5,4
2675,5,2,2,5,5
2676,5,2,3,1,1
2677,5,2,3,1,2
2678,5,2,3,1,3
2679,5,2,3,1,4
2680,5,2,3,1,5
2681,5,2,3,2,1
2682,5,2,3,2,2
2683,5,2,3,2,3
2684,5,2,3,2,4
2685,5,2,3,2,5
2686,5,2,3,3,1
2687,5,2,3,3,2
2688,5,2,3,3,3
2689,5,2,3,3,4
2690,5,2,3,3,5
2691,5,2,3,4,1
2692,5,2,3,4,2
2693,5,2,3,4,3
2694,5,2,3,4,4
2695,5,2,3,4,5
2696,5,2,3,5,1
2697,5,2,3,5,2
2698,5,2,3,5,3
2699,5,2,3,5,4
2700,5,2,3,5,5
2701,5,2,4,1,1
2702,5,2,4,1,2
2703,5,2,4,1,3
2704,5,2,4,1,4
2705,5,2,4,1,5
2706,5,2,4,2,1
2707,5,2,4,2,2
2708,5,2,4,2,3
2709,5,2,4,2,4
2710,5,2,4,2,5
2711,5,2,4,3,1
2712,5,2,4,3,2
2713,5,2,4,3,3
2714,5,2,4,3,4
2715,5,2,4,3,5
2716,5,2,4,4,1
2717,5,2,4,4,2
2718,5,2,4,4,3
2719,5,2,4,4,4
2720,5,2,4,4,5
2721,5,2,4,5,1
2722,5,2,4,5,2
2723,5,2,4,5,3
2724,5,2,4,5,4
2725,5,2,4,5,5
2726,5,2,5,1,1
2727,5,2,5,1,2
2728,5,2,5,1,3
2729,5,2,5,1,4
2730,5,2,5,1,5
2731,5,2,5,2,1
2732,5,2,5,2,2
2733,5,2,5,2,3
2734,5,2,5,2,4
2735,5,2,5,2,5
2736,5,2,5,3,1
2737,5,2,5,3,2
2738,5,2,5,3,3
2739,5,2,5,3,4
2740,5,2,5,3,5
2741,5,2,5,4,1
2742,5,2,5,4,2
2743,5,2,5,4,3
2744,5,2,5,4,4
2745,5,2,5,4,5
2746,5,2,5,5,1
2747,5,2,5,5,2
2748,5,2,5,5,3
2749,5,2,5,5,4
2750,5,2,5,5,5
2751,5,3,1,1,1
2752,5,3,1,1,2
2753,5,3,1,1,3
2754,5,3,1,1,4
2755,5,3,1,1,5
2756,5,3,1,2,1
2757,5,3,1,2,2
2758,5,3,1,2,3
2759,5,3,1,2,4
2760,5,3,1,2,5
2761,5,3,1,3,1
2762,5,3,1,3,2
2763,5,3,1,3,3
2764,5,3,1,3,4
2765,5,3,1,3,5
2766,5,3,1,4,1
2767,5,3,1,4,2
2768,5,3,1,4,3
2769,5,3,1,4,4
2770,5,3,1,4,5
2771,5,3,1,5,1
2772,5,3,1,5,2
2773,5,3,1,5,3
2774,5,3,1,5,4
2775,5,3,1,5,5
2776,5,3,2,1,1
2777,5,3,2,1,2
2778,5,3,2,1,3
2779,5,3,2,1,4
2780,5,3,2,1,5
2781,5,3,2,2,1
2782,5,3,2,2,2
2783,5,3,2,2,3
2784,5,3,2,2,4
2785,5,3,2,2,5
2786,5,3,2,3,1
2787,5,3,2,3,2
2788,5,3,2,3,3
2789,5,3,2,3,4
2790,5,3,2,3,5
2791,5,3,2,4,1
2792,5,3,2,4,2
2793,5,3,2,4,3
2794,5,3,2,4,4
2795,5,3,2,4,5
2796,5,3,2,5,1
2797,5,3,2,5,2
2798,5,3,2,5,3
2799,5,3,2,5,4
2800,5,3,2,5,5
2801,5,3,3,1,1
2802,5,3,3,1,2
2803,5,3,3,1,3
2804,5,3,3,1,4
2805,5,3,3,1,5
2806,5,3,3,2,1
2807,5,3,3,2,2
2808,5,3,3,2,3
2809,5,3,3,2,4
2810,5,3,3,2,5
2811,5,3,3,3,1
2812,5,3,3,3,2
2813,5,3,3,3,3
2814,5,3,3,3,4
2815,5,3,3,3,5
2816,5,3,3,4,1
2817,5,3,3,4,2
2818,5,3,3,4,3
2819,5,3,3,4,4
2820,5,3,3,4,5
2821,5,3,3,5,1
2822,5,3,3,5,2
2823,5,3,3,5,3
2824,5,3,3,5,4
2825,5,3,3,5,5
2826,5,3,4,1,1
2827,5,3,4,1,2
2828,5,3,4,1,3
2829,5,3,4,1,4
2830,5,3,4,1,5
2831,5,3,4,2,1
2832,5,3,4,2,2
2833,5,3,4,2,3
2834,5,3,4,2,4
2835,5,3,4,2,5
2836,5,3,4,3,1
2837,5,3,4,3,2
2838,5,3,4,3,3
2839,5,3,4,3,4
2840,5,3,4,3,5
2841,5,3,4,4,1
2842,5,3,4,4,2
2843,5,3,4,4,3
2844,5,3,4,4,4
2845,5,3,4,4,5
2846,5,3,4,5,1
2847,5,3,4,5,2
2848,5,3,4,5,3
2849,5,3,4,5,4
2850,5,3,4,5,5
2851,5,3,5,1,1
2852,5,3,5,1,2
2853,5,3,5,1,3
2854,5,3,5,1,4
2855,5,3,5,1,5
2856,5,3,5,2,1
2857,5,3,5,2,2
2858,5,3,5,2,3
2859,5,3,5,2,4
2860,5,3,5,2,5
2861,5,3,5,3,1
2862,5,3,5,3,2
2863,5,3,5,3,3
2864,5,3,5,3,4
2865,5,3,5,3,5
2866,5,3,5,4,1
2867,5,3,5,4,2
2868,5,3,5,4,3
2869,5,3,5,4,4
2870,5,3,5,4,5
2871,5,3,5,5,1
2872,5,3,5,5,2
2873,5,3,5,5,3
2874,5,3,5,5,4
2875,5,3,5,5,5
2876,5,4,1,1,1
2877,5,4,1,1,2
2878,5,4,1,1,3
2879,5,4,1,1,4
2880,5,4,1,1,5
2881,5,4,1,2,1
2882,5,4,1,2,2
2883,5,4,1,2,3
2884,5,4,1,2,4
2885,5,4,1,2,5
2886,5,4,1,3,1
2887,5,4,1,3,2
2888,5,4,1,3,3
2889,5,4,1,3,4
2890,5,4,1,3,5
2891,5,4,1,4,1
2892,5,4,1,4,2
2893,5,4,1,4,3
2894,5,4,1,4,4
2895,5,4,1,4,5
2896,5,4,1,5,1
2897,5,4,1,5,2
2898,5,4,1,5,3
2899,5,4,1,5,4
2900,5,4,1,5,5
2901,5,4,2,1,1
2902,5,4,2,1,2
2903,5,4,2,1,3
2904,5,4,2,1,4
2905,5,4,2,1,5
2906,5,4,2,2,1
2907,5,4,2,2,2
2908,5,4,2,2,3
2909,5,4,2,2,4
2910,5,4,2,2,5
2911,5,4,2,3,1
2912,5,4,2,3,2
2913,5,4,2,3,3
2914,5,4,2,3,4
2915,5,4,2,3,5
2916,5,4,2,4,1
2917,5,4,2,4,2
2918,5,4,2,4,3
2919,5,4,2,4,4
2920,5,4,2,4,5
2921,5,4,2,5,1
2922,5,4,2,5,2
2923,5,4,2,5,3
2924,5,4,2,5,4
2925,5,4,2,5,5
2926,5,4,3,1,1
2927,5,4,3,1,2
2928,5,4,3,1,3
2929,5,4,3,1,4
2930,5,4,3,1,5
2931,5,4,3,2,1
2932,5,4,3,2,2
2933,5,4,3,2,3
2934,5,4,3,2,4
2935,5,4,3,2,5
2936,5,4,3,3,1
2937,5,4,3,3,2
2938,5,4,3,3,3
2939,5,4,3,3,4
2940,5,4,3,3,5
2941,5,4,3,4,1
2942,5,4,3,4,2
2943,5,4,3,4,3
2944,5,4,3,4,4
2945,5,4,3,4,5
2946,5,4,3,5,1
2947,5,4,3,5,2
2948,5,4,3,5,3
2949,5,4,3,5,4
2950,5,4,3,5,5
2951,5,4,4,1,1
2952,5,4,4,1,2
2953,5,4,4,1,3
2954,5,4,4,1,4
2955,5,4,4,1,5
2956,5,4,4,2,1
2957,5,4,4,2,2
2958,5,4,4,2,3
2959,5,4,4,2,4
2960,5,4,4,2,5
2961,5,4,4,3,1
2962,5,4,4,3,2
2963,5,4,4,3,3
2964,5,4,4,3,4
2965,5,4,4,3,5
2966,5,4,4,4,1
2967,5,4,4,4,2
2968,5,4,4,4,3
2969,5,4,4,4,4
2970,5,4,4,4,5
2971,5,4,4,5,1
2972,5,4,4,5,2
2973,5,4,4,5,3
2974,5,4,4,5,4
2975,5,4,4,5,5
2976,5,4,5,1,1
2977,5,4,5,1,2
2978,5,4,5,1,3
2979,5,4,5,1,4
2980,5,4,5,1,5
2981,5,4,5,2,1
2982,5,4,5,2,2
2983,5,4,5,2,3
2984,5,4,5,2,4
2985,5,4,5,2,5
2986,5,4,5,3,1
2987,5,4,5,3,2
2988,5,4,5,3,3
2989,5,4,5,3,4
2990,5,4,5,3,5
2991,5,4,5,4,1
2992,5,4,5,4,2
2993,5,4,5,4,3
2994,5,4,5,4,4
2995,5,4,5,4,5
2996,5,4,5,5,1
2997,5,4,5,5,2
2998,5,4,5,5,3
2999,5,4,5,5,4
3000,5,4,5,5,5
3001,5,5,1,1,1
3002,5,5,1,1,2
3003,5,5,1,1,3
3004,5,5,1,1,4
3005,5,5,1,1,5
3006,5,5,1,2,1
3007,5,5,1,2,2
3008,5,5,1,2,3
3009,5,5,1,2,4
3010,5,5,1,2,5
3011,5,5,1,3,1
3012,5,5,1,3,2
3013,5,5,1,3,3
3014,5,5,1,3,4
3015,5,5,1,3,5
3016,5,5,1,4,1
3017,5,5,1,4,2
3018,5,5,1,4,3
3019,5,5,1,4,4
3020,5,5,1,4,5
3021,5,5,1,5,1
3022,5,5,1,5,2
3023,5,5,1,5,3
3024,5,5,1,5,4
3025,5,5,1,5,5
3026,5,5,2,1,1
3027,5,5,2,1,2
3028,5,5,2,1,3
3029,5,5,2,1,4
3030,5,5,2,1,5
3031,5,5,2,2,1
3032,5,5,2,2,2
3033,5,5,2,2,3
3034,5,5,2,2,4
3035,5,5,2,2,5
3036,5,5,2,3,1
3037,5,5,2,3,2
3038,5,5,2,3,3
3039,5,5,2,3,4
3040,5,5,2,3,5
3041,5,5,2,4,1
3042,5,5,2,4,2
3043,5,5,2,4,3
3044,5,5,2,4,4
3045,5,5,2,4,5
3046,5,5,2,5,1
3047,5,5,2,5,2
3048,5,5,2,5,3
3049,5,5,2,5,4
3050,5,5,2,5,5
3051,5,5,3,1,1
3052,5,5,3,1,2
3053,5,5,3,1,3
3054,5,5,3,1,4
3055,5,5,3,1,5
3056,5,5,3,2,1
3057,5,5,3,2,2
3058,5,5,3,2,3
3059,5,5,3,2,4
3060,5,5,3,2,5
3061,5,5,3,3,1
3062,5,5,3,3,2
3063,5,5,3,3,3
3064,5,5,3,3,4
3065,5,5,3,3,5
3066,5,5,3,4,1
3067,5,5,3,4,2
3068,5,5,3,4,3
3069,5,5,3,4,4
3070,5,5,3,4,5
3071,5,5,3,5,1
3072,5,5,3,5,2
3073,5,5,3,5,3
3074,5,5,3,5,4
3075,5,5,3,5,5
3076,5,5,4,1,1
3077,5,5,4,1,2
3078,5,5,4,1,3
3079,5,5,4,1,4
3080,5,5,4,1,5
3081,5,5,4,2,1
3082,5,5,4,2,2
3083,5,5,4,2,3
3084,5,5,4,2,4
3085,5,5,4,2,5
3086,5,5,4,3,1
3087,5,5,4,3,2
3088,5,5,4,3,3
3089,5,5,4,3,4
3090,5,5,4,3,5
3091,5,5,4,4,1
3092,5,5,4,4,2
3093,5,5,4,4,3
3094,5,5,4,4,4
3095,5,5,4,4,5
3096,5,5,4,5,1
3097,5,5,4,5,2
3098,5,5,4,5,3
3099,5,5,4,5,4
3100,5,5,4,5,5
3101,5,5,5,1,1
3102,5,5,5,1,2
3103,5,5,5,1,3
3104,5,5,5,1,4
3105,5,5,5,1,5
3106,5,5,5,2,1
3107,5,5,5,2,2
3108,5,5,5,2,3
3109,5,5,5,2,4
3110,5,5,5,2,5
3111,5,5,5,3,1
3112,5,5,5,3,2
3113,5,5,5,3,3
3114,5,5,5,3,4
3115,5,5,5,3,5
3116,5,5,5,4,1
3117,5,5,5,4,2
3118,5,5,5,4,3
3119,5,5,5,4,4
3120,5,5,5,4,5
3121,5,5,5,5,1
3122,5,5,5,5,2
3123,5,5,5,5,3
3124,5,5,5,5,4
3125,5,5,5,5,5
